name,mass,radius,orbital_period,star_name,star_distance,star_age
TOI-2384 Ab,1.966,1.025,2.13570304,TOI-2384 A,187.0,9.4
TOI-238 b,0.0106,0.13909,1.273099,TOI-238,80.53,6.0
TOI-238 c,0.0211,0.1945,8.465651,TOI-238,80.53,6.0
TOI-2416 b,3.0,0.88,8.275479,TOI-2416,557.733,4.9
TOI-2420 b,0.93,1.34,5.842641,TOI-2420,435.174,5.3
TOI-2431 b,0.0195,0.13703,0.22419577,TOI-2431,36.01,2.0
TOI-2449 b,0.7,1.0,106.14468,TOI-2449,155.01,2.5
TOI-2458 b,0.04188,0.2525,3.73659,TOI-2458,112.958,5.7
TOI-2485 b,2.41,1.08,11.23479,TOI-2485,397.953,6.0
TOI-2497 b,5.21,1.0,10.655661,TOI-2497,285.1,1.0
TOI-2498 b,0.10893,0.5406,3.738252,TOI-2498,277.0,3.6
TOI-251 b,1.0,0.2444,4.93777,TOI-251,99.52,0.18
TOI-2524 b,0.64,1.0,7.18585,TOI-2524,438.8,6.7
TOI-2525 b,0.084,0.774,23.2856,TOI-2525,395.4,3.99
TOI-2525 c,0.657,0.904,49.2519,TOI-2525,395.4,3.99
TOI-2537 b,1.3,1.0,94.1022,TOI-2537,182.4,1.1
TOI-257 b,0.134,0.626,18.38827,TOI-257,77.07,3.11
TOI-2583 Ab,0.25,1.29,4.5207265,TOI-2583 A,561.2,4.4
TOI-2587 Ab,0.218,1.077,5.45664,TOI-2587 A,381.0,6.7
TOI-2589 b,3.5,1.08,61.6277,TOI-2589,202.0,11.0
TOI-2714 b,0.717,1.224,2.499387,TOI-2714,593.0,5.5
TOI-2796 b,0.44,1.59,4.8084983,TOI-2796,352.4,4.0
TOI-2803 Ab,0.975,1.616,1.96229325,TOI-2803 A,501.1,3.7
TOI-2818 b,0.71,1.363,4.039709,TOI-2818,315.0,9.5
TOI-2842 b,0.37,1.146,3.5514058,TOI-2842,460.2,4.7
TOI-2876 b,0.17,0.86,6.2996431,TOI-2876,221.26,3.8
TOI-2886 b,1.4,1.663,1.60200105,TOI-2886,413.7,1.7
TOI-2969 b,1.16,1.1,1.8237146,TOI-2969,162.5,4.5
TOI-2977 Ab,1.68,1.174,2.3505614,TOI-2977 A,355.7,9.8
TOI-2981 b,2.007,1.195,3.601501,TOI-2981,534.0,4.5
TOI-2986 b,0.304,0.829,3.2783662,TOI-2986,554.4,6.3
TOI-2989 b,3.0,1.12,3.122832,TOI-2989,194.9,1.0
TOI-2992 b,3.33,1.227,3.007812,TOI-2992,554.5,4.6
TOI-3023 b,0.62,1.466,3.9014971,TOI-3023,392.8,7.0
TOI-3071 b,0.2146,0.6388,1.266918,TOI-3071,485.22,4.9
TOI-3135 b,1.03,1.218,3.7065585,TOI-3135,219.28,1.8
TOI-3160 Ab,1.19,1.228,3.971281,TOI-3160 A,486.6,5.5
TOI-3321 Ab,0.554,1.39,3.6525145,TOI-3321 A,284.8,8.1
TOI-332 b,0.18,0.285,0.777038,TOI-332,222.85,5.0
TOI-3331 Ab,2.27,1.158,2.0180231,TOI-3331 A,217.193,2.1
TOI-3362 b,4.0,1.2,18.095367,TOI-3362,370.85,2.14
TOI-3364 b,1.67,1.091,5.8768918,TOI-3364,275.6,5.4
TOI-3464 b,1.25,1.228,3.6515568,TOI-3464,585.1,2.1
TOI-3474 b,0.61,1.309,3.8795105,TOI-3474,412.9,4.7
TOI-3486 b,0.312,0.943,2.21778105,TOI-3486,153.85,5.8
TOI-3493 b,0.02822,0.2873,8.1594667,TOI-3493,96.76,7.3
TOI-3523 Ab,1.37,1.425,2.30458952,TOI-3523 A,607.0,4.3
TOI-3540 Ab,1.18,2.1,3.119999,TOI-3540 A,282.4,6.0
TOI-3568 b,0.083,0.473,4.417965,TOI-3568,197.8,6.1
TOI-3593 b,1.78,0.984,3.8212867,TOI-3593,224.51,1.8
TOI-3629 b,0.26,0.74,3.9365578,TOI-3629,129.7,7.0
TOI-3682 Ab,0.218,1.142,3.3462406,TOI-3682 A,390.5,4.2
TOI-3688 Ab,0.98,1.167,3.246075,TOI-3688 A,401.0,3.3
TOI-3714 Ab,0.689,0.994,2.15484802,TOI-3714 A,112.5,2.9
TOI-3757 b,0.2684,1.07,3.438753,TOI-3757,177.4,7.1
TOI-375 b,0.745,0.961,9.45469,TOI-375,403.5,2.94
TOI-3785 b,0.04704,0.4586,4.6747373,TOI-3785,79.4,8.0
TOI-3807 b,1.04,2.0,2.8989727,TOI-3807,429.0,5.6
TOI-3819 b,1.11,1.172,3.2443141,TOI-3819,562.1,4.5
TOI-3856 b,0.54,1.213,2.04360352,TOI-3856,309.3,2.6
TOI-3877 b,0.314,1.042,4.123596,TOI-3877,491.2,5.9
TOI-3912 b,0.406,1.274,3.4936264,TOI-3912,470.0,7.5
TOI-3976 Ab,0.175,1.095,6.607662,TOI-3976 A,522.2,3.8
TOI-3980 b,0.59,1.29,3.6089254,TOI-3980,494.3,4.7
TOI-3984 Ab,0.138,0.71,4.353326,TOI-3984 A,108.4,2.9
TOI-402 Ab,0.02051,0.1579,4.7559804,TOI-402 A,44.86,7.5
TOI-402 Ac,0.02136,0.22536,17.180546,TOI-402 A,44.86,7.5
TOI-4087 b,0.73,1.164,3.1774835,TOI-4087,310.4,0.8
TOI-4138 b,0.63,1.54,3.66003639,TOI-4138,507.0,9.54
TOI-4145 Ab,0.43,1.187,4.0664428,TOI-4145 A,205.0,4.7
TOI-4184 b,6.6,0.2168,4.9019804,TOI-4184,69.2,6.7
TOI-4214 b,0.52,0.953,3.4913885,TOI-4214,337.8,1.1
TOI-421 Ab,0.0211,0.2355,5.197576,TOI-421 A,74.797,9.4
TOI-421 Ac,0.0444,0.4541,16.067541,TOI-421 A,74.797,9.4
TOI-4377 b,0.957,1.35,4.378081,TOI-4377,459.0,3.88
TOI-4379 b,1.113,1.489,3.25352,TOI-4379,617.4,4.51
TOI-4438 b,0.017,0.2248,7.44628,TOI-4438,30.0623,5.1
TOI-4463 Ab,0.794,1.183,2.8807198,TOI-4463 A,177.64,4.1
TOI-4481 b,0.006,0.11874,0.9263237,TOI-4481,12.0641,4.5
TOI-4487 Ab,1.25,1.303,3.9540709,TOI-4487 A,476.7,2.45
TOI-4504 b,0.031,0.24,2.42614,TOI-4504,342.6,10.0
TOI-4504 c,3.767,0.96,82.97213,TOI-4504,342.6,10.0
TOI-4507 b,0.094,0.7333,104.6159518,TOI-4507,178.0,0.7
TOI-4515 b,2.0,1.09,15.266446,TOI-4515,193.8,1.2
TOI-4551 b,1.49,1.06,9.95581,TOI-4551,222.5,4.92
TOI-4559 b,0.0085,0.12624,3.965991,TOI-4559,27.81,7.0
TOI-4582 Ab,0.53,0.94,31.034,TOI-4582 A,380.6,4.0
TOI-4603 b,12.89,1.042,7.24599,TOI-4603,224.14,1.98
TOI-4641 b,3.87,0.73,22.09341,TOI-4641,87.6,2.69
TOI-469 b,0.0186,0.3105,13.63083,TOI-469,68.192,11.7
TOI-469 c,0.0142,0.141,3.53796,TOI-469,68.192,11.7
TOI-469 d,0.016,0.1222,6.42975,TOI-469,68.192,11.7
TOI-4734 b,0.194,0.974,6.235633,TOI-4734,603.6,3.2
TOI-4773 b,5.31,1.36,1.7452851,TOI-4773,502.8,1.07
TOI-4791 b,2.31,1.11,4.28088,TOI-4791,322.1,3.3
TOI-4794 b,0.97,1.281,3.5658116,TOI-4794,548.2,2.7
TOI-481 b,1.53,0.99,10.33111,TOI-481,179.366,6.7
TOI-4914 b,0.714,1.1482,10.60057,TOI-4914,291.7,5.3
TOI-4961 b,1.8,1.101,7.479182,TOI-4961,213.68,8.0
TOI-4994 b,0.28,0.762,21.491984,TOI-4994,330.9,6.3
TOI-5005 b,0.1029,0.5576,6.3085044,TOI-5005,210.08,2.2
TOI-5076 Ab,0.05,0.285,23.445,TOI-5076 A,82.8,9.0
TOI-5108 b,0.101,0.589,6.753581,TOI-5108,131.1,5.8
TOI-5110 b,2.9,1.069,30.158577,TOI-5110,358.92,4.0
TOI-512 b,0.01123,0.1374,7.18886,TOI-512,67.196,8.2
TOI-5153 b,3.26,1.06,20.33003,TOI-5153,390.1,5.4
TOI-5181 Ab,1.04,1.191,3.8922295,TOI-5181 A,478.0,4.1
TOI-5210 b,0.258,0.957,4.5661061,TOI-5210,303.3,5.3
TOI-5218 b,0.799,0.879,4.291452,TOI-5218,381.4,6.7
TOI-521 b,0.0167,0.1766,1.54285047,TOI-521,60.84,0.8
TOI-5261 b,11.49,1.035,4.1509768,TOI-5261,376.7,4.2
TOI-5293 Ab,0.54,1.06,2.930289,TOI-5293 A,160.8,2.9
TOI-5300 b,0.6,0.88,2.262196,TOI-5300,162.7,4.5
TOI-5322 b,0.579,1.482,5.4233207,TOI-5322,483.8,9.7
TOI-532 b,0.1935,0.5192,2.32666508,TOI-532,134.61,7.1
TOI-5340 b,0.85,1.345,4.9394392,TOI-5340,529.9,3.5
TOI-5344 b,0.42,0.87,3.792622,TOI-5344,136.88,10.9
TOI-5350 b,6.59,1.11,7.581367,TOI-5350,280.7,3.1
TOI-5386 Ab,0.488,1.312,3.62156552,TOI-5386 A,383.2,3.4
TOI-5542 b,1.32,1.009,75.12375,TOI-5542,353.7,10.8
TOI-5573 b,0.35,0.87,8.79758977,TOI-5573,185.8,9.7
TOI-558 b,3.61,1.086,14.574071,TOI-558,401.0,1.79
TOI-5592 b,0.899,1.53,2.6085846,TOI-5592,586.9,3.6
TOI-559 b,6.01,1.091,6.9839095,TOI-559,233.2,6.8
TOI-5616 b,0.802,0.961,2.002849,TOI-5616,383.0,7.2
TOI-561 b,0.00636,0.12463,0.4465697,TOI-561,86.01,10.0
TOI-561 c,0.01866,0.2556,10.778838,TOI-561,86.01,10.0
TOI-561 d,0.04194,0.2333,25.71268,TOI-561,86.01,10.0
TOI-561 e,0.039,0.22455,77.144,TOI-561,86.01,10.0
TOI-561 f,0.0601,0.207,433.0,TOI-561,86.01,10.0
TOI-5634 Ab,0.576,0.923,2.2035373,TOI-5634 A,322.5,7.4
TOI-564 Ab,1.463,1.02,1.651144,TOI-564 A,200.7,7.3
TOI-5678 b,0.063,0.438,47.73022,TOI-5678,104.0,8.5
TOI-5688 Ab,0.39,0.919,2.94815527,TOI-5688 A,225.72,7.2
TOI-5713 b,0.0135,0.1579,10.441989,TOI-5713,40.946,4.5
TOI-5786 b,0.23,0.7708,12.779107,TOI-5786,193.8,2.5
TOI-5795 b,0.07444,0.5014,6.1406325,TOI-5795,161.5,10.2
TOI-5799 b,0.0129,0.1543,4.164507,TOI-5799,27.858,9.6
TOI-5799 c,0.0132,0.157,14.010449,TOI-5799,27.858,9.6
TOI-5800 b,0.034,0.2391,2.627882,TOI-5800,42.745,2.5
TOI-5817 b,0.0324,0.2748,15.61031,TOI-5817,80.34,9.7
TOI-6002 b,0.012,0.1472,10.904821,TOI-6002,32.038,4.5
TOI-6029 b,1.635,1.284,5.7987,TOI-6029,596.7,2.31
TOI-6034 Bb,0.798,1.063,2.576184,TOI-6034 B,117.48,7.8
TOI-6038 Ab,0.247,0.5719,5.8267311,TOI-6038 A,177.2,3.65
TOI-603 b,0.1495,0.7075,16.17989,TOI-603,205.924,4.2
TOI-6054 b,0.039,0.2364,7.501437,TOI-6054,78.73,6.0
TOI-6054 c,0.0289,0.25,12.56364,TOI-6054,78.73,6.0
TOI-620 b,0.0485,0.3354,5.0988179,TOI-620,33.022,7.2
TOI-6223 b,0.0805,0.4523,3.855219,TOI-6223,134.17,9.8
TOI-628 b,6.33,1.06,3.4095675,TOI-628,178.5,1.28
TOI-6303 b,7.84,1.03,9.485236,TOI-6303,151.82,6.4
TOI-6330 b,10.0,0.97,6.8500246,TOI-6330,143.51,7.6
TOI-6383 Ab,1.04,1.0072,1.79058695,TOI-6383 A,172.08,1.0
TOI-640 Ab,0.88,1.771,5.0037775,TOI-640 A,341.9,1.99
TOI-6420 b,8.2,1.0,6.961508,TOI-6420,600.5,4.4
TOI-6695 b,0.21,0.85,80.389,TOI-6695,282.67,2.1
TOI-674 b,0.0739,0.4693,1.977143,TOI-674,46.16,5.5
TOI-677 b,1.234,1.17,11.2365985,TOI-677,143.0,2.92
TOI-6883 Ab,4.34,1.087,16.24921,TOI-6883 A,93.73,3.8
TOI-6883 Ac,0.357,0.792,7.8458,TOI-6883 A,93.73,3.8
TOI-700 b,0.00406,0.08154,9.977219,TOI-700,31.127,1.5
TOI-700 c,0.0079,0.232,16.051137,TOI-700,31.127,1.5
TOI-700 d,0.0076,0.09573,37.42396,TOI-700,31.127,1.5
TOI-7041 b,0.36,1.02,9.691,TOI-7041,442.0,10.3
TOI-712 b,0.0176,0.1828,9.531361,TOI-712,58.62,0.83
TOI-712 c,0.0274,0.241,51.69906,TOI-712,58.62,0.83
TOI-712 d,0.0236,0.22072,84.8396,TOI-712,58.62,0.83
TOI-7149 b,0.705,1.18,2.65206166,TOI-7149,127.24,7.8
TOI-733 b,0.018,0.1775,4.884765,TOI-733,75.27,4.4
TOI-757 b,0.033,0.223,17.46819,TOI-757,60.4,7.5
TOI-762 Ab,0.251,0.744,3.4716826,TOI-762 A,98.78,9.3
TOI-771 b,0.00777,0.1213,2.3260155,TOI-771,25.28,6.7
TOI-776 b,0.01466,0.165,8.24664,TOI-776,27.19,7.8
TOI-776 c,0.0217,0.1829,15.665323,TOI-776,27.19,7.8
TOI-778 b,2.8,1.374,4.633611,TOI-778,162.0,1.95
TOI-815 Ab,0.0239,0.2623,11.197259,TOI-815 A,59.437,0.2
TOI-815 Ac,0.0739,0.2337,34.976145,TOI-815 A,59.437,0.2
TOI-824 b,0.058104,0.26104,1.392978,TOI-824,63.71,10.9
TOI-836 b,0.01425,0.15202,3.81673,TOI-836,27.504,5.4
TOI-836 c,0.0302,0.2308,8.59545,TOI-836,27.504,5.4
TOI-837 Ab,0.395,0.817,8.3249114,TOI-837 A,142.488,0.035
TOI-849 b,0.1315,0.30726,0.765548,TOI-849,225.2,6.7
TOI-858 Bb,1.1,1.255,3.2797178,TOI-858 B,251.7,6.8
TOI-871 b,0.012,0.1481,14.362565,TOI-871,68.04,5.9
TOI-880 Ab,0.0098,0.1954,2.57571,TOI-880 A,60.67,5.2
TOI-880 Ac,0.0717,0.4416,6.3872703,TOI-880 A,60.67,5.2
TOI-880 Ad,0.0412,0.303,14.33201,TOI-880 A,60.67,5.2
TOI-892 b,0.95,1.07,10.62656,TOI-892,340.543,2.2
TOI-905 Ab,0.667,1.171,3.739494,TOI-905 A,159.4,3.4
TOI-908 b,0.050773,0.28424,3.183792,TOI-908,175.7,4.6
TOI-912 b,0.016,0.1722,4.6780691,TOI-912,26.089,0.8
TOI-942 b,2.599,0.4291,4.32419,TOI-942,153.2732,0.05
TOI-942 c,2.501,0.5166,10.15643,TOI-942,153.2732,0.05
TOI-954 Ab,0.174,0.852,3.6849729,TOI-954 A,235.7,6.14
TOI-969 b,0.0286,0.24668,1.8237305,TOI-969,77.83,4.76
TRAPPIST-1 b,0.0027,0.09689,1.51087081,TRAPPIST-1,12.1,7.6
TRAPPIST-1 c,0.00434,0.09421,2.4218233,TRAPPIST-1,12.1,7.6
TRAPPIST-1 d,0.0013,0.0689,4.04961,TRAPPIST-1,12.1,7.6
TRAPPIST-1 e,0.002,0.0819,6.099615,TRAPPIST-1,12.1,7.6
TRAPPIST-1 f,0.0021,0.09323,9.20669,TRAPPIST-1,12.1,7.6
TRAPPIST-1 g,0.00422,0.1005,12.35294,TRAPPIST-1,12.1,7.6
TRAPPIST-1 h,0.001041,0.0674,20.0,TRAPPIST-1,12.1,7.6
TrES-1 Ab,0.761,1.099,3.0300722,TrES-1 A,159.66,3.7
TrES-2 Ab,1.253,1.189,2.4706133738,TrES-2 A,220.0,5.1
TrES-4 Ab,0.917,1.706,3.5539268,TrES-4 A,479.0,2.9
TrES-5 b,1.778,1.209,1.4822446,TrES-5,360.0,7.38
WASP-102 b,0.621,1.33,2.709813,WASP-102,535.689,0.67
WASP-103 b,1.49,1.528,0.925542,WASP-103,470.0,4.0
WASP-107 b,0.12,0.94,5.72149,WASP-107,64.74,3.4
WASP-108 Ab,1.167,1.215,2.6755463,WASP-108 A,220.0,4.6
WASP-109 b,0.91,1.443,3.3190233,WASP-109,330.0,2.6
WASP-10 b,3.16,1.08,3.0927616,WASP-10,90.0,0.8
WASP-110 b,0.515,1.238,3.7783977,WASP-110,320.0,8.6
WASP-111 Ab,1.85,1.442,2.310965,WASP-111 A,298.109,2.6
WASP-112 b,0.88,1.191,3.0353992,WASP-112,450.0,10.6
WASP-114 Ab,1.769,1.339,1.5487743,WASP-114 A,460.0,6.4
WASP-116 b,0.64,1.22,6.6132,WASP-116,559.243,1.7
WASP-118 Ab,0.514,1.44,4.0460435,WASP-118 A,376.658,1.17
WASP-119 b,1.23,1.4,2.49979,WASP-119,333.0,8.0
WASP-120 Ab,5.06,1.515,3.6112706,WASP-120 A,381.174,2.6
WASP-123 Ab,0.92,1.327,2.977641,WASP-123 A,197.996,6.9
WASP-124 b,0.6,1.24,3.37265,WASP-124,433.0,2.1
WASP-126 b,0.2841,0.96,3.2888,WASP-126,234.0,6.4
WASP-127 Ab,0.17,1.293,4.17806348,WASP-127 A,159.507,11.41
WASP-129 Ab,1.0,0.93,5.748145,WASP-129 A,246.0,1.0
WASP-12 Ab,1.47,1.9,1.09141937,WASP-12 A,432.5,1.7
WASP-130 Ab,1.23,0.89,11.55098,WASP-130 A,180.0,2.0
WASP-131 Ab,0.27,1.19,5.3220096,WASP-131 A,250.0,7.25
WASP-132 b,0.428,0.901,7.1335164,WASP-132,123.17,7.2
WASP-132 c,0.0197,0.16424,1.01153624,WASP-132,123.17,7.2
WASP-133 b,1.16,1.21,2.176423,WASP-133,457.0,6.8
WASP-134 b,1.412,0.988,10.1467583,WASP-134,195.0,5.1
WASP-135 b,1.9,1.3,1.4013794,WASP-135,300.0,4.4
WASP-136 Ab,1.51,1.38,5.215357,WASP-136 A,275.587,3.62
WASP-137 Ab,0.681,1.27,3.9080284,WASP-137 A,289.0,4.3
WASP-139 Ab,0.117,0.8,5.924262,WASP-139 A,212.472,0.5
WASP-140 Ab,2.44,1.44,2.2359835,WASP-140 A,180.0,1.6
WASP-141 b,2.69,1.21,3.310651,WASP-141,570.0,4.0
WASP-142 b,0.84,1.53,2.052868,WASP-142,840.0,2.0
WASP-143 b,0.725,1.234,3.778873,WASP-143,402.0,1.9
WASP-146 b,1.11,1.228,3.396944,WASP-146,495.0,6.9
WASP-147 b,0.275,1.115,4.60273,WASP-147,426.0,8.47
WASP-149 b,0.991,1.36,1.332813,WASP-149,211.73,0.6
WASP-14 Ab,7.341,1.281,2.2437661,WASP-14 A,160.0,0.75
WASP-151 b,0.31,1.13,4.533471,WASP-151,480.0,5.1
WASP-153 Ab,0.39,1.55,3.332609,WASP-153 A,430.0,4.0
WASP-155 b,0.871,1.2,3.110413,WASP-155,399.63,1.7
WASP-156 b,0.1303,0.554,3.8361623,WASP-156,140.0,6.4
WASP-157 b,0.576,0.998,3.951623,WASP-157,337.71,1.0
WASP-15 b,0.542,1.428,3.7520656,WASP-15,308.0,3.9
WASP-163 Ab,1.87,1.202,1.6096884,WASP-163 A,261.386,11.4
WASP-166 b,0.102,0.6155,5.44354215,WASP-166,113.0,2.1
WASP-167 b,0.37,1.62,2.0219583,WASP-167,381.0,1.29
WASP-168 Ab,0.42,1.5,4.153658,WASP-168 A,303.941,1.0
WASP-169 b,0.561,1.304,5.6114118,WASP-169,638.0,3.8
WASP-170 Ab,1.6,1.096,2.34478022,WASP-170 A,305.603,4.8
WASP-171 b,1.084,0.988,3.8186244,WASP-171,774.0,5.908
WASP-175 Ab,0.99,1.208,3.0652907,WASP-175 A,584.0,1.745
WASP-177 b,0.508,1.58,3.071722,WASP-177,178.0,9.7
WASP-178 b,1.41,1.94,3.3448285,WASP-178,417.0,0.43
WASP-181 b,0.299,1.184,4.5195064,WASP-181,443.0,2.5
WASP-182 b,0.148,0.85,3.3769848,WASP-182,331.0,5.952
WASP-183 b,0.502,1.47,4.1117771,WASP-183,328.0,14.9
WASP-189 Ab,1.99,1.619,2.724033,WASP-189 A,99.0,0.855
WASP-18 Ab,10.4296,1.165,0.9414518,WASP-18 A,100.0,0.63
WASP-193 Ab,0.139,1.464,6.2463345,WASP-193 A,377.72,6.6
WASP-194 Ab,1.174,1.381,3.183387,WASP-194 A,476.831,0.75
WASP-195 b,0.104,0.92,5.051928,WASP-195,484.852,0.6
WASP-197 b,1.269,1.289,5.167228,WASP-197,483.675,2.6
WASP-19 Ab,1.139,1.41,0.78884,WASP-19 A,266.54,6.4
WASP-1 Ab,0.947,1.514,2.5199448,WASP-1 A,393.072,3.0
WASP-20 Ab,0.313,1.459,4.8996285,WASP-20 A,210.0,7.0
WASP-24 Ab,1.071,1.3,2.3412127,WASP-24 A,332.5,1.6
WASP-26 Ab,1.028,1.281,2.7566004,WASP-26 A,250.0,6.0
WASP-28 b,0.907,1.213,3.40883,WASP-28,410.0,5.0
WASP-29 Ab,0.243,0.775,3.92271218,WASP-29 A,80.0,15.0
WASP-31 b,0.478,1.537,3.405909,WASP-31,400.0,1.0
WASP-33 Ab,2.8,1.603,1.21986967,WASP-33 A,116.0,0.1
WASP-34 b,0.58,1.26,4.31768509,WASP-34,120.0,6.7
WASP-36 Ab,2.279,1.269,1.5373653,WASP-36 A,450.0,3.0
WASP-37 b,1.8,1.16,3.577471,WASP-37,338.0,11.0
WASP-38 b,2.712,1.079,6.871815,WASP-38,110.0,5.0
WASP-3 Ab,1.81,1.392,1.8468354,WASP-3 A,231.161,2.1
WASP-49 Ab,0.399,1.198,2.7817387,WASP-49 A,194.553,11.9
WASP-50 b,1.437,1.138,1.9550959,WASP-50,230.0,8.1
WASP-52 b,0.46,1.27,1.74977083,WASP-52,140.0,0.4
WASP-54 Ab,0.63,1.57,3.6935995,WASP-54 A,251.303,6.9
WASP-55 Ab,0.61,1.33,4.46563,WASP-55 A,299.97,3.0
WASP-56 Ab,0.599,1.092,4.617101,WASP-56 A,321.084,6.2
WASP-58 Ab,0.89,1.37,5.01718,WASP-58 A,300.0,3.2
WASP-59 Ab,0.863,0.775,7.919585,WASP-59 A,125.0,0.5
WASP-5 b,1.637,1.171,1.6284246,WASP-5,297.0,3.0
WASP-60 b,0.514,0.86,4.3050011,WASP-60,400.0,3.6
WASP-64 Bb,1.221,1.271,1.5732918,WASP-64 B,369.926,7.0
WASP-68 Ab,0.95,1.24,5.084298,WASP-68 A,226.7,5.7
WASP-69 b,0.26,1.057,3.8681382,WASP-69,50.0,2.0
WASP-6 b,0.503,1.224,3.361006,WASP-6,307.0,11.0
WASP-70 Ab,0.59,1.164,3.7130203,WASP-70 A,245.0,9.5
WASP-72 Ab,1.446,1.27,2.2167421,WASP-72 A,434.754,5.0
WASP-74 b,0.826,1.248,2.13775138,WASP-74,120.0,2.0
WASP-75 Ab,1.07,1.27,2.484193,WASP-75 A,260.0,3.5
WASP-7 b,0.96,1.33,4.9546416,WASP-7,140.0,2.4
WASP-83 b,0.3,1.04,4.071252,WASP-83,300.0,5.0
WASP-84 b,0.692,0.9564,8.5234964,WASP-84,120.0,1.0
WASP-84 c,0.0478,0.174,1.4468849,WASP-84,120.0,1.0
WASP-87 Ab,2.21,1.385,1.682795,WASP-87 A,240.0,3.8
WASP-8 Ab,2.244,1.038,8.158715,WASP-8 A,87.0,4.0
WASP-98 Ab,0.83,1.1,2.96264,WASP-98 A,281.742,10.5
Wolf 503 b,0.0197,0.18227,6.001127,Wolf 503,44.583,11.0
WTS-1 b,4.01,1.49,3.352059,WTS-1,3200.0,2.5
WTS-2 b,1.12,1.3,1.0187074,WTS-2,1000.0,0.6
XO-1 b,0.9,1.184,3.9415128,XO-1,200.0,4.5
XO-2N b,0.62,0.973,2.615838,XO-2N,149.0,2.0
XO-3 Ab,11.79,1.217,3.1915239,XO-3 A,260.0,2.82
XO-4 b,1.616,1.317,4.12473,XO-4,293.0,2.1
XO-5 b,1.077,1.03,4.1877537,XO-5,255.0,8.5
XO-6 b,4.47,2.17,3.7649923,XO-6,86.0,1.88
XO-7 b,0.726,1.346,2.86413296,XO-7,234.1,1.18
